monthly_income,num_active_bnpl_plans,total_bnpl_amount,average_emi,bnpl_income_ratio,Financial_Stress,Emi_delayed
105678,1,12970,12970.0,0.12273131588410076,Low Risk,0
40279,1,6838,6838.0,0.16976588296630998,Low Risk,0
125776,1,9432,9432.0,0.07499045922910572,Low Risk,0
116444,1,15406,15406.0,0.1323039400913744,Low Risk,0
121300,2,20368,10184.0,0.08395713107996702,Low Risk,0
128793,1,6980,6980.0,0.05419549199102436,Low Risk,0
131278,2,62768,31384.0,0.23906518990234465,Risky,1
186616,0,0,0.0,0.0,Low Risk,0
118247,1,62565,62565.0,0.5291043324566373,Medium Risk,1
23997,2,26068,13034.0,0.5431512272367379,Medium Risk,1
121102,1,27423,27423.0,0.2264454757146868,Risky,1
100711,3,48969,16323.0,0.1620776280644617,Low Risk,0
131045,1,9195,9195.0,0.07016673661719257,Low Risk,0
55860,1,18712,18712.0,0.3349803079126387,Medium Risk,1
18225,0,0,0.0,0.0,Low Risk,0
125114,1,2897,2897.0,0.023154882746934797,Low Risk,0
128218,0,0,0.0,0.0,Low Risk,0
115764,3,79804,26601.33,0.22978931273971184,Risky,1
122041,1,36520,36520.0,0.2992436967904229,Risky,1
127224,2,38097,19048.5,0.14972410865874364,Low Risk,0
78656,1,3559,3559.0,0.0452476606997559,Low Risk,0
197952,2,62976,31488.0,0.15906886517943744,Low Risk,0
136118,2,57804,28902.0,0.21233047796764573,Risky,1
189673,0,0,0.0,0.0,Low Risk,0
63128,2,31820,15910.0,0.252027626409834,Risky,1
166100,2,8138,4069.0,0.024497290788681517,Low Risk,0
98123,1,7486,7486.0,0.07629200085606841,Low Risk,0
123255,2,37278,18639.0,0.1512230741146404,Low Risk,0
18174,1,5452,5452.0,0.29998899526796524,Risky,1
132769,2,25738,12869.0,0.09692774668785635,Low Risk,0
50398,2,20704,10352.0,0.2054049763879519,Low Risk,1
182001,2,9372,4686.0,0.025747111279608353,Low Risk,0
150393,1,6237,6237.0,0.04147134507590114,Low Risk,0
138549,0,0,0.0,0.0,Low Risk,0
87635,1,31654,31654.0,0.3612027158098933,Medium Risk,1
38760,2,30372,15186.0,0.39179566563467494,Medium Risk,1
156385,2,31508,15754.0,0.1007385618825335,Low Risk,0
145674,0,0,0.0,0.0,Low Risk,0
151873,3,52827,17609.0,0.11594555977691887,Low Risk,0
29130,1,10003,10003.0,0.3433916924133196,Medium Risk,1
160343,3,45684,15228.0,0.09497140505042316,Low Risk,0
162147,2,26115,13057.5,0.08052877944087772,Low Risk,0
122215,2,20264,10132.0,0.08290308063658307,Low Risk,0
165056,2,2492,1246.0,0.0075489530825901515,Low Risk,0
75942,5,63185,12637.0,0.16640330778752205,Low Risk,0
158933,0,0,0.0,0.0,Low Risk,0
113970,2,12320,6160.0,0.05404931122225147,Low Risk,0
97203,2,9484,4742.0,0.04878450253592996,Low Risk,0
196689,0,0,0.0,0.0,Low Risk,0
103177,2,39992,19996.0,0.19380288242534674,Low Risk,1
161702,3,15972,5324.0,0.03292476283533908,Low Risk,0
35056,3,26391,8797.0,0.25094135098128706,Risky,1
70739,1,8116,8116.0,0.1147316190503117,Low Risk,0
96685,3,40164,13388.0,0.13847029011739154,Low Risk,0
63639,3,25336,8445.33,0.13270683071701314,Low Risk,0
15992,2,17820,8910.0,0.5571535767883942,Medium Risk,1
87394,2,46821,23410.5,0.2678730805318443,Risky,1
42160,1,4079,4079.0,0.09675047438330171,Low Risk,0
60156,1,17786,17786.0,0.29566460535939887,Risky,1
197447,3,41742,13914.0,0.07046954372565803,Low Risk,0
165644,0,0,0.0,0.0,Low Risk,0
132925,1,15360,15360.0,0.11555388376904269,Low Risk,0
76868,0,0,0.0,0.0,Low Risk,0
47167,3,37632,12544.0,0.2659486505395722,Risky,1
125957,2,53280,26640.0,0.21150075025603976,Risky,1
30479,3,59940,19980.0,0.6555333180222448,Risky,1
134392,2,23574,11787.0,0.08770611345913447,Low Risk,0
177448,1,2366,2366.0,0.013333483612100447,Low Risk,0
150895,2,7876,3938.0,0.02609761754862653,Low Risk,0
34585,0,0,0.0,0.0,Low Risk,0
163344,1,7187,7187.0,0.043999167401312565,Low Risk,0
41619,1,9495,9495.0,0.228140993296331,Risky,1
90069,2,54425,27212.5,0.3021294785109194,Medium Risk,1
54895,1,39400,39400.0,0.7177338555423991,Risky,1
176040,1,30296,30296.0,0.17209725062485798,Low Risk,0
169417,3,24045,8015.0,0.04730930190004545,Low Risk,0
106229,0,0,0.0,0.0,Low Risk,0
165457,1,19462,19462.0,0.11762572753041575,Low Risk,0
178991,2,11374,5687.0,0.031772547223044734,Low Risk,0
105697,2,31785,15892.5,0.15035904519522786,Low Risk,0
72196,2,2654,1327.0,0.01838051969638207,Low Risk,0
130600,2,45140,22570.0,0.1728177641653905,Low Risk,0
115625,1,11323,11323.0,0.09792864864864864,Low Risk,0
146567,1,12582,12582.0,0.08584469901137363,Low Risk,0
59755,0,0,0.0,0.0,Low Risk,0
93929,1,4122,4122.0,0.04388421041424906,Low Risk,0
147624,0,0,0.0,0.0,Low Risk,0
181925,2,30372,15186.0,0.08347395904905867,Low Risk,0
178996,2,5646,2823.0,0.015771302152003397,Low Risk,0
89462,1,5073,5073.0,0.05670564038362657,Low Risk,0
169961,4,74456,18614.0,0.10951924264978437,Low Risk,0
69675,2,22774,11387.0,0.1634302116971654,Low Risk,0
168706,1,7051,7051.0,0.04179460125899494,Low Risk,0
47363,3,7428,2476.0,0.052277093934083564,Low Risk,0
92004,0,0,0.0,0.0,Low Risk,0
55718,1,39960,39960.0,0.7171829570336337,Risky,1
128627,3,24363,8121.0,0.06313604453186344,Low Risk,0
41870,0,0,0.0,0.0,Low Risk,0
52394,2,35816,17908.0,0.3417948620071001,Medium Risk,1
67057,3,38643,12881.0,0.19209031122776146,Low Risk,1
94795,3,71668,23889.33,0.2520104435887969,Risky,1
95409,0,0,0.0,0.0,Low Risk,0
28016,0,0,0.0,0.0,Low Risk,0
57137,1,39255,39255.0,0.6870329208743896,Risky,1
146225,4,76544,19136.0,0.13086681484014362,Low Risk,0
153925,1,3978,3978.0,0.025843755075523795,Low Risk,0
27379,3,21328,7109.33,0.25966361079659595,Risky,1
161864,2,8026,4013.0,0.024792418326496316,Low Risk,0
136169,1,16089,16089.0,0.11815464606481652,Low Risk,0
164172,1,19148,19148.0,0.11663377433423483,Low Risk,0
128089,2,14490,7245.0,0.05656223407162207,Low Risk,0
26049,1,3958,3958.0,0.1519444124534531,Low Risk,0
137784,0,0,0.0,0.0,Low Risk,0
62691,2,32212,16106.0,0.2569108803496515,Risky,1
183112,2,13340,6670.0,0.03642579404954345,Low Risk,0
72986,0,0,0.0,0.0,Low Risk,0
184834,1,15262,15262.0,0.08257138838092559,Low Risk,0
169672,1,16347,16347.0,0.09634471215050215,Low Risk,0
109774,1,11281,11281.0,0.10276568221983348,Low Risk,0
165882,2,57366,28683.0,0.1729120700256809,Low Risk,0
72204,1,11756,11756.0,0.16281646446180267,Low Risk,0
192926,1,6076,6076.0,0.03149394068191949,Low Risk,0
185851,2,35736,17868.0,0.09614153273321101,Low Risk,0
48980,2,36096,18048.0,0.368476929358922,Medium Risk,1
160213,1,10876,10876.0,0.06788462858819197,Low Risk,0
104353,1,16171,16171.0,0.1549643996818491,Low Risk,0
44813,1,10436,10436.0,0.23287885211880482,Risky,1
80679,0,0,0.0,0.0,Low Risk,0
18228,2,23932,11966.0,0.6564625850340136,Risky,1
150654,2,111864,55932.0,0.37126130072882235,Medium Risk,1
26397,2,26620,13310.0,0.50422396484449,Medium Risk,1
184871,2,49560,24780.0,0.13403941126515245,Low Risk,0
52011,2,28128,14064.0,0.2704043375439811,Risky,1
94183,2,22472,11236.0,0.11929966129768642,Low Risk,0
190336,3,5121,1707.0,0.008968350706119704,Low Risk,0
57317,1,19248,19248.0,0.33581659891480714,Medium Risk,1
193986,3,51975,17325.0,0.0893105688039343,Low Risk,0
117489,1,1047,1047.0,0.008911472563388914,Low Risk,0
174484,1,18250,18250.0,0.10459411751220743,Low Risk,0
125489,0,0,0.0,0.0,Low Risk,0
197730,0,0,0.0,0.0,Low Risk,0
40739,4,8200,2050.0,0.0503203318687253,Low Risk,0
36209,2,36390,18195.0,0.5024993786075285,Medium Risk,1
122051,1,25596,25596.0,0.20971561068733563,Low Risk,1
172399,1,45664,45664.0,0.2648739261828665,Risky,1
58617,0,0,0.0,0.0,Low Risk,0
172977,2,13718,6859.0,0.039652670586262914,Low Risk,0
57919,0,0,0.0,0.0,Low Risk,0
98521,1,5910,5910.0,0.059987210848448554,Low Risk,0
198500,2,8508,4254.0,0.02143073047858942,Low Risk,0
21447,1,19807,19807.0,0.9235324287779176,Risky,1
54041,0,0,0.0,0.0,Low Risk,0
135506,1,4133,4133.0,0.03050049444305049,Low Risk,0
151066,1,11956,11956.0,0.07914421511127587,Low Risk,0
88805,1,14348,14348.0,0.1615674793085975,Low Risk,0
83367,3,74320,24773.33,0.2971599073974115,Risky,1
124906,2,38631,19315.5,0.15464028949770228,Low Risk,0
92355,2,30914,15457.0,0.1673650587407287,Low Risk,0
131220,2,29124,14562.0,0.11097393689986283,Low Risk,0
102173,0,0,0.0,0.0,Low Risk,0
59387,3,34056,11352.0,0.19115294593092763,Low Risk,1
18089,2,8187,4093.5,0.22629775001382055,Risky,1
113827,1,42436,42436.0,0.3728113716429318,Medium Risk,1
35659,3,66030,22010.0,0.6172354805238509,Risky,1
100042,1,17268,17268.0,0.17260750484796386,Low Risk,0
121471,1,25240,25240.0,0.20778622057939755,Low Risk,1
115435,0,0,0.0,0.0,Low Risk,0
128204,1,23876,23876.0,0.18623443886306199,Low Risk,0
32199,0,0,0.0,0.0,Low Risk,0
75038,0,0,0.0,0.0,Low Risk,0
72786,0,0,0.0,0.0,Low Risk,0
64294,3,19281,6427.0,0.0999626714778984,Low Risk,0
180250,1,83100,83100.0,0.4610263522884882,Medium Risk,1
106828,0,0,0.0,0.0,Low Risk,0
51132,3,52008,17336.0,0.33904404286943596,Medium Risk,1
130720,3,39597,13199.0,0.10097154222766218,Low Risk,0
51110,2,41328,20664.0,0.4043044414009,Medium Risk,1
78580,1,3931,3931.0,0.05002545176889794,Low Risk,0
168541,0,0,0.0,0.0,Low Risk,0
61233,3,51816,17272.0,0.2820701255858769,Risky,1
144863,2,5720,2860.0,0.01974279146503938,Low Risk,0
121311,3,54942,18314.0,0.15096734838555448,Low Risk,0
165396,1,38636,38636.0,0.2335969430941498,Risky,1
39054,3,26835,8945.0,0.22904183950427612,Risky,1
44709,1,14654,14654.0,0.3277639848800018,Medium Risk,1
25358,2,29602,14801.0,0.5836816783658018,Medium Risk,1
60689,2,10784,5392.0,0.08884641368287499,Low Risk,0
16936,0,0,0.0,0.0,Low Risk,0
127272,2,7668,3834.0,0.03012445785404488,Low Risk,0
106074,1,16435,16435.0,0.15493900484567377,Low Risk,0
166296,1,7856,7856.0,0.0472410641266176,Low Risk,0
120227,2,29976,14988.0,0.12466417693197035,Low Risk,0
138745,1,9190,9190.0,0.06623662113950052,Low Risk,0
176897,1,5350,5350.0,0.03024358807667739,Low Risk,0
43885,2,4574,2287.0,0.05211347840947932,Low Risk,0
186128,1,11918,11918.0,0.06403120433250237,Low Risk,0
148316,1,7610,7610.0,0.051309366487769355,Low Risk,0
113322,2,20500,10250.0,0.09045022149273751,Low Risk,0
83619,2,23649,11824.5,0.1414092490941054,Low Risk,0
36584,3,36510,12170.0,0.3326590859392084,Medium Risk,1
23521,0,0,0.0,0.0,Low Risk,0
48541,1,18604,18604.0,0.38326363280525744,Medium Risk,1
44063,2,7468,3734.0,0.0847423007965867,Low Risk,0
85268,2,4132,2066.0,0.024229488201904584,Low Risk,0
133206,0,0,0.0,0.0,Low Risk,0
185824,0,0,0.0,0.0,Low Risk,0
162193,3,55336,18445.33,0.11372457504331261,Low Risk,0
124876,1,33810,33810.0,0.2707485825939332,Risky,1
155399,1,4415,4415.0,0.0284107362338239,Low Risk,0
38331,1,13595,13595.0,0.3546737627507761,Medium Risk,1
134243,1,14410,14410.0,0.10734265473804966,Low Risk,0
78217,3,84620,28206.67,0.36062070905301913,Medium Risk,1
104044,1,13518,13518.0,0.12992580062281342,Low Risk,0
24045,2,3243,1621.5,0.06743605739238927,Low Risk,0
42302,1,9944,9944.0,0.23507162781901564,Risky,1
157355,3,38859,12953.0,0.08231705379555782,Low Risk,0
177007,3,35829,11943.0,0.06747190789064839,Low Risk,0
87534,3,14691,4897.0,0.05594397605501862,Low Risk,0
28440,2,21348,10674.0,0.37531645569620253,Medium Risk,1
126001,3,54498,18166.0,0.14417345894080205,Low Risk,0
61501,1,4794,4794.0,0.07794995203330027,Low Risk,0
147341,1,16344,16344.0,0.11092635451096436,Low Risk,0
92909,3,24150,8050.0,0.08664392039522543,Low Risk,0
99523,4,24204,6051.0,0.06080001607668579,Low Risk,0
184801,1,36252,36252.0,0.1961677696549261,Low Risk,1
188501,4,55500,13875.0,0.07360703656744527,Low Risk,0
187409,2,10710,5355.0,0.028573867850530125,Low Risk,0
186397,2,39788,19894.0,0.10672918555556152,Low Risk,0
23433,1,14308,14308.0,0.6105919003115264,Risky,1
155183,2,93795,46897.5,0.3022077160513716,Medium Risk,1
118986,2,17580,8790.0,0.07387423730522918,Low Risk,0
78753,0,0,0.0,0.0,Low Risk,0
128783,0,0,0.0,0.0,Low Risk,0
36751,2,32806,16403.0,0.44632799107507276,Medium Risk,1
162525,1,2479,2479.0,0.015253037994154745,Low Risk,0
185040,2,36676,18338.0,0.09910289667099005,Low Risk,0
176149,1,9214,9214.0,0.052307989259093156,Low Risk,0
63570,2,38210,19105.0,0.3005348434796288,Medium Risk,1
39503,2,11846,5923.0,0.14993797939397008,Low Risk,0
148851,2,35144,17572.0,0.11805093684288315,Low Risk,0
101840,0,0,0.0,0.0,Low Risk,0
146827,0,0,0.0,0.0,Low Risk,0
70087,2,58635,29317.5,0.418301539515174,Medium Risk,1
188353,1,30878,30878.0,0.16393686323021137,Low Risk,0
66482,2,11430,5715.0,0.08596311783640685,Low Risk,0
137989,1,11626,11626.0,0.08425309263781895,Low Risk,0
163472,2,20691,10345.5,0.06328606733874914,Low Risk,0
55115,1,9664,9664.0,0.17534246575342466,Low Risk,0
125361,2,39648,19824.0,0.1581353052384713,Low Risk,0
39600,2,51592,25796.0,0.6514141414141414,Risky,1
52706,3,8136,2712.0,0.05145524228740561,Low Risk,0
129919,1,4669,4669.0,0.035937776614659904,Low Risk,0
56302,2,30764,15382.0,0.2732052147348229,Risky,1
154718,1,39548,39548.0,0.25561343864320896,Risky,1
159615,2,8524,4262.0,0.026701751088556838,Low Risk,0
168857,1,11276,11276.0,0.06677839828967706,Low Risk,0
93353,1,3866,3866.0,0.04141270232343899,Low Risk,0
177478,2,20502,10251.0,0.05775927157168776,Low Risk,0
103992,0,0,0.0,0.0,Low Risk,0
66428,0,0,0.0,0.0,Low Risk,0
38777,2,23146,11573.0,0.2984501121799005,Risky,1
72939,1,8408,8408.0,0.11527440738151058,Low Risk,0
199098,1,17679,17679.0,0.0887954675586897,Low Risk,0
101450,2,31731,15865.5,0.15638738294726467,Low Risk,0
38548,0,0,0.0,0.0,Low Risk,0
186773,1,7005,7005.0,0.03750542101909805,Low Risk,0
152799,1,34328,34328.0,0.22466115615939894,Risky,1
196789,3,49401,16467.0,0.08367845763736795,Low Risk,0
178499,1,25946,25946.0,0.1453565566193648,Low Risk,0
162764,1,30416,30416.0,0.1868717898306751,Low Risk,0
46625,1,3261,3261.0,0.06994101876675603,Low Risk,0
39918,3,42135,14045.0,0.3518462848840122,Medium Risk,1
129826,2,31016,15508.0,0.11945218985411243,Low Risk,0
198481,1,7577,7577.0,0.03817493865911598,Low Risk,0
100155,1,29652,29652.0,0.29606110528680546,Risky,1
114246,2,2386,1193.0,0.010442378726607497,Low Risk,0
173761,2,34884,17442.0,0.10037925656505199,Low Risk,0
157226,1,19270,19270.0,0.12256242606184728,Low Risk,0
36341,1,3580,3580.0,0.09851132329875348,Low Risk,0
112554,1,13879,13879.0,0.12330970023277715,Low Risk,0
122798,3,39735,13245.0,0.1078600628674734,Low Risk,0
61330,1,43899,43899.0,0.7157834664927442,Risky,1
102759,1,24554,24554.0,0.23894744012689886,Risky,1
101807,1,17246,17246.0,0.16939896077872837,Low Risk,0
48313,1,3660,3660.0,0.07575600769979095,Low Risk,0
61900,1,1875,1875.0,0.030290791599353797,Low Risk,0
93840,1,12654,12654.0,0.134846547314578,Low Risk,0
101072,2,37664,18832.0,0.1863226214975463,Low Risk,0
111367,2,76850,38425.0,0.3450303950003143,Medium Risk,1
64156,2,4494,2247.0,0.03502400399027371,Low Risk,0
173901,1,8111,8111.0,0.04664147992248463,Low Risk,0
40938,1,5772,5772.0,0.14099369778689727,Low Risk,0
74164,2,6550,3275.0,0.04415889110619708,Low Risk,0
75282,3,35280,11760.0,0.15621264047182593,Low Risk,0
62801,2,37976,18988.0,0.30235187337781244,Medium Risk,1
155537,1,4546,4546.0,0.02922777216996599,Low Risk,0
18326,2,31755,15877.5,0.8663920113499946,Risky,1
149731,2,36762,18381.0,0.12276014986876466,Low Risk,0
173666,2,2992,1496.0,0.008614236522980894,Low Risk,0
156900,0,0,0.0,0.0,Low Risk,0
62588,3,34611,11537.0,0.18433245989646577,Low Risk,0
26221,3,20730,6910.0,0.2635292322947256,Risky,1
28569,2,28794,14397.0,0.5039378347159509,Medium Risk,1
52860,3,6304,2101.33,0.03975274309496784,Low Risk,0
60337,1,2106,2106.0,0.034903956113164394,Low Risk,0
198383,1,16989,16989.0,0.08563737820276938,Low Risk,0
159587,1,37872,37872.0,0.23731256305338155,Risky,1
86695,3,101010,33670.0,0.3883730318934195,Medium Risk,1
121749,2,2456,1228.0,0.010086325144354369,Low Risk,0
170976,0,0,0.0,0.0,Low Risk,0
58790,1,39066,39066.0,0.6645007654362987,Risky,1
92129,1,19851,19851.0,0.2154696132596685,Risky,1
148964,4,55205,13801.25,0.09264822373190838,Low Risk,0
20812,3,44133,14711.0,0.70685181625985,Risky,1
15654,1,12227,12227.0,0.7810783186406031,Risky,1
70934,0,0,0.0,0.0,Low Risk,0
44087,1,8559,8559.0,0.1941388617959943,Low Risk,1
23446,1,3391,3391.0,0.14463021410901647,Low Risk,0
63867,1,14204,14204.0,0.2223996743232029,Risky,1
197100,2,6504,3252.0,0.01649923896499239,Low Risk,0
75101,0,0,0.0,0.0,Low Risk,0
133422,1,12458,12458.0,0.0933729070168338,Low Risk,0
135044,2,2126,1063.0,0.007871508545362994,Low Risk,0
54148,0,0,0.0,0.0,Low Risk,0
97928,3,52168,17389.33,0.17757260436238873,Low Risk,0
166770,1,18138,18138.0,0.10876056844756252,Low Risk,0
188542,3,63630,21210.0,0.11249482873842433,Low Risk,0
66660,2,9830,4915.0,0.07373237323732373,Low Risk,0
50450,2,27288,13644.0,0.27044598612487614,Risky,1
48757,3,3276,1092.0,0.022396784051520808,Low Risk,0
142043,2,9728,4864.0,0.03424315172166175,Low Risk,0
177462,1,18785,18785.0,0.1058536475414455,Low Risk,0
71116,2,37980,18990.0,0.2670285167894707,Risky,1
159233,3,39444,13148.0,0.08257082388700834,Low Risk,0
121379,2,36562,18281.0,0.1506108964483148,Low Risk,0
35836,1,16113,16113.0,0.44963165531867394,Medium Risk,1
172403,1,11174,11174.0,0.0648132573099076,Low Risk,0
156835,1,18916,18916.0,0.12061083304109414,Low Risk,0
84444,2,22338,11169.0,0.13226516981668324,Low Risk,0
108109,1,5596,5596.0,0.05176257295877309,Low Risk,0
165259,1,14782,14782.0,0.08944747335999854,Low Risk,0
158029,2,56205,28102.5,0.1778312841313936,Low Risk,0
150451,0,0,0.0,0.0,Low Risk,0
174031,2,22060,11030.0,0.0633795128454126,Low Risk,0
97018,2,35256,17628.0,0.1816982415634212,Low Risk,0
173177,2,21710,10855.0,0.06268153392194113,Low Risk,0
146949,2,34767,17383.5,0.11829614356001061,Low Risk,0
194425,2,24790,12395.0,0.06375208949466375,Low Risk,0
111870,3,6392,2130.67,0.019045946187539107,Low Risk,0
98308,2,46101,23050.5,0.23447227082231353,Risky,1
197639,2,38856,19428.0,0.09830043665470883,Low Risk,0
17637,2,18006,9003.0,0.5104609627487668,Medium Risk,1
57025,0,0,0.0,0.0,Low Risk,0
97464,2,38472,19236.0,0.19736518098990397,Low Risk,1
128768,2,13426,6713.0,0.05213251739562624,Low Risk,0
100092,4,33244,8311.0,0.08303360907964673,Low Risk,0
105879,2,13822,6911.0,0.06527262252193541,Low Risk,0
103370,2,9908,4954.0,0.04792492986359679,Low Risk,0
141537,2,21638,10819.0,0.07643937627616806,Low Risk,0
192834,2,21248,10624.0,0.055094018689650165,Low Risk,0
119824,3,39920,13306.67,0.11105179262918947,Low Risk,0
33830,0,0,0.0,0.0,Low Risk,0
70044,1,29904,29904.0,0.4269316429672777,Medium Risk,1
88948,1,16204,16204.0,0.18217385438683276,Low Risk,0
52045,3,49281,16427.0,0.3156307041982899,Medium Risk,1
172699,2,35796,17898.0,0.10363696373459023,Low Risk,0
84521,2,77188,38594.0,0.45662024822233527,Medium Risk,1
44475,2,8853,4426.5,0.09952782462057336,Low Risk,0
18681,2,19930,9965.0,0.5334296879182057,Medium Risk,1
106555,2,2656,1328.0,0.012463047252592558,Low Risk,0
133884,2,29955,14977.5,0.11186923007977055,Low Risk,0
108122,2,27768,13884.0,0.12841049925084627,Low Risk,0
188364,2,37588,18794.0,0.09977490390945191,Low Risk,0
120386,1,17428,17428.0,0.14476766401408803,Low Risk,0
108246,1,18952,18952.0,0.1750826820390592,Low Risk,0
110864,1,16416,16416.0,0.14807331505267715,Low Risk,0
23417,1,4274,4274.0,0.18251697484733315,Low Risk,0
180837,1,16151,16151.0,0.08931247477009682,Low Risk,0
89499,2,22310,11155.0,0.12463826411468285,Low Risk,0
145908,2,12724,6362.0,0.04360281821421718,Low Risk,0
42675,2,11272,5636.0,0.13206795547744582,Low Risk,0
186635,2,12692,6346.0,0.03400219680124307,Low Risk,0
145560,1,10416,10416.0,0.07155812036273701,Low Risk,0
72104,0,0,0.0,0.0,Low Risk,0
99335,1,6692,6692.0,0.06736799718125534,Low Risk,0
129938,2,74920,37460.0,0.2882913389462667,Risky,1
95730,1,2042,2042.0,0.021330826282252167,Low Risk,0
151023,0,0,0.0,0.0,Low Risk,0
43333,1,9199,9199.0,0.21228624835575657,Risky,1
36673,1,4731,4731.0,0.12900499004717367,Low Risk,0
129421,2,21530,10765.0,0.08317815501348313,Low Risk,0
55870,2,41510,20755.0,0.3714873814211563,Medium Risk,1
142536,2,71376,35688.0,0.25037885165852836,Risky,1
86101,2,34588,17294.0,0.2008571329020569,Low Risk,1
37821,1,6604,6604.0,0.1746119880489675,Low Risk,0
114477,2,6805,3402.5,0.029722127588948,Low Risk,0
141083,0,0,0.0,0.0,Low Risk,0
127698,4,72684,18171.0,0.14229666870272048,Low Risk,0
126560,3,70368,23456.0,0.18533501896333754,Low Risk,0
146907,2,18916,9458.0,0.06438086680689144,Low Risk,0
138777,1,17937,17937.0,0.1292505242223135,Low Risk,0
84351,1,10779,10779.0,0.12778745954404808,Low Risk,0
129934,2,16548,8274.0,0.0636784829220989,Low Risk,0
148501,2,22353,11176.5,0.07526211944700709,Low Risk,0
75654,3,41240,13746.67,0.18170447035186507,Low Risk,0
122422,3,7539,2513.0,0.02052735619414811,Low Risk,0
124934,1,28672,28672.0,0.2294971745081403,Risky,1
134975,1,12595,12595.0,0.09331357658825709,Low Risk,0
106186,2,30996,15498.0,0.14595144369314222,Low Risk,0
92527,0,0,0.0,0.0,Low Risk,0
101704,2,10876,5438.0,0.053468890112483285,Low Risk,0
177171,1,27760,27760.0,0.15668478475597022,Low Risk,0
185457,2,26512,13256.0,0.07147748534700767,Low Risk,0
181991,2,33528,16764.0,0.09211444521981857,Low Risk,0
111952,3,69436,23145.33,0.20674333642989853,Low Risk,1
75782,2,46236,23118.0,0.3050592488981552,Medium Risk,1
86116,3,61148,20382.67,0.23668853639277251,Risky,1
104626,0,0,0.0,0.0,Low Risk,0
161895,1,57717,57717.0,0.35650884832761975,Medium Risk,1
61015,3,96915,32305.0,0.5294599688601164,Medium Risk,1
117877,2,6870,3435.0,0.02914054480517828,Low Risk,0
149563,1,20490,20490.0,0.13699912411492146,Low Risk,0
112493,0,0,0.0,0.0,Low Risk,0
153069,1,11008,11008.0,0.07191528003710745,Low Risk,0
144526,1,22308,22308.0,0.15435285000622725,Low Risk,0
184595,1,19161,19161.0,0.1038002112733281,Low Risk,0
40163,2,23392,11696.0,0.29121330577895077,Risky,1
163790,1,3939,3939.0,0.024049087245863607,Low Risk,0
102508,2,36444,18222.0,0.17776173566941117,Low Risk,0
54619,1,12414,12414.0,0.22728354601878467,Risky,1
27126,1,17559,17559.0,0.6473125414731254,Risky,1
79926,1,20810,20810.0,0.26036583840052047,Risky,1
59980,1,1837,1837.0,0.030626875625208404,Low Risk,0
59115,2,39129,19564.5,0.33095660999746257,Medium Risk,1
193703,0,0,0.0,0.0,Low Risk,0
30504,0,0,0.0,0.0,Low Risk,0
172732,1,12412,12412.0,0.07185698075631615,Low Risk,0
52196,2,10959,5479.5,0.1049793087592919,Low Risk,0
154677,2,11360,5680.0,0.03672168454262754,Low Risk,0
72388,2,59310,29655.0,0.4096673481792562,Medium Risk,1
70501,1,6191,6191.0,0.08781435724315967,Low Risk,0
199381,1,17757,17757.0,0.08906064268912284,Low Risk,0
42043,2,28375,14187.5,0.3374521323406988,Medium Risk,1
95691,1,17210,17210.0,0.17984972463450064,Low Risk,0
48132,1,11305,11305.0,0.23487492728330425,Risky,1
108944,1,9312,9312.0,0.08547510647672199,Low Risk,0
130267,1,6532,6532.0,0.050143167494453696,Low Risk,0
54236,3,11652,3884.0,0.07161295080758168,Low Risk,0
126369,1,6623,6623.0,0.05241000561846655,Low Risk,0
19137,0,0,0.0,0.0,Low Risk,0
44992,3,78012,26004.0,0.5779694167852063,Medium Risk,1
125540,1,17874,17874.0,0.1423769316552493,Low Risk,0
130140,0,0,0.0,0.0,Low Risk,0
190993,1,4045,4045.0,0.021178786657102617,Low Risk,0
81917,1,54564,54564.0,0.6660888460270762,Risky,1
88690,2,19755,9877.5,0.11137106776412223,Low Risk,0
34122,1,3217,3217.0,0.0942793505656175,Low Risk,0
38956,3,31461,10487.0,0.269201150015402,Risky,1
78879,1,41154,41154.0,0.521735823222911,Medium Risk,1
73560,2,32230,16115.0,0.21907286568787385,Risky,1
125310,2,39596,19798.0,0.15799217939510016,Low Risk,0
170732,1,4950,4950.0,0.02899280744090153,Low Risk,0
16168,4,36676,9169.0,0.5671078673923801,Medium Risk,1
60124,3,51936,17312.0,0.28793826092741664,Risky,1
161104,1,12594,12594.0,0.07817310557155627,Low Risk,0
67797,1,18325,18325.0,0.270292195819874,Risky,1
50294,3,29196,9732.0,0.19350220702270648,Low Risk,1
165823,1,4404,4404.0,0.026558438817293136,Low Risk,0
45373,2,36068,18034.0,0.3974610451149362,Medium Risk,1
137026,1,24036,24036.0,0.17541196561236555,Low Risk,0
45270,1,9505,9505.0,0.20996244753700022,Low Risk,1
156458,1,10375,10375.0,0.06631172583057433,Low Risk,0
80184,3,70525,23508.33,0.29317981143370253,Risky,1
52879,2,52515,26257.5,0.49655817999583957,Medium Risk,1
64597,2,38015,19007.5,0.29424741087047385,Risky,1
185204,2,9364,4682.0,0.025280231528476707,Low Risk,0
18626,2,28920,14460.0,0.7763341565553528,Risky,1
96515,2,15728,7864.0,0.08147956276226494,Low Risk,0
70390,2,30468,15234.0,0.21642278732774542,Risky,1
162717,2,25778,12889.0,0.07921114573154618,Low Risk,0
69144,3,8187,2729.0,0.039468355894943886,Low Risk,0
159454,2,25494,12747.0,0.07994155054122191,Low Risk,0
