user_id,age,monthly_income,orders_per_month,avg_order_amount,num_active_bnpl_plans,total_bnpl_amount,average_emi,total_monthly_emi,dti_ratio,bnpl_utilization_ratio,repayment_delay_count,last_payment_delay_days,on_time_repayment_rate,spending_volatility,impulse_purchase_count,risk_label
2866,56,185534,1,2719,1,2719,2719.0,2719.0,0.01,0.01,0,4,1.0,0.28,4,Medium
2867,26,34360,1,6768,1,6768,6768.0,6768.0,0.2,0.2,3,27,0.4,0.17,1,Risky
2868,52,100657,0,12881,0,0,0.0,0.0,0.0,0.0,1,7,0.8,0.12,2,Medium
2869,30,172359,2,10166,2,20332,10166.0,20332.0,0.12,0.12,0,11,1.0,0.31,1,Risky
2870,32,49160,5,17798,0,88990,0.0,0.0,0.0,1.81,2,21,0.6,0.39,3,Risky
2871,35,21789,1,10042,1,10042,10042.0,10042.0,0.46,0.46,5,5,0.0,0.22,1,Risky
2872,50,173253,2,12969,2,25938,12969.0,25938.0,0.15,0.15,0,8,1.0,0.49,3,Risky
2873,23,160457,4,8203,1,32812,32812.0,32812.0,0.2,0.2,0,24,1.0,0.27,7,Medium
2874,44,97597,3,5641,3,16923,5641.0,16923.0,0.17,0.17,1,16,0.8,0.49,0,Risky
2875,40,80641,2,15374,2,30748,15374.0,30748.0,0.38,0.38,1,27,0.8,0.48,6,Risky
2876,44,59247,0,15546,0,0,0.0,0.0,0.0,0.0,1,1,0.8,0.3,1,Medium
2877,51,101673,3,18125,2,54375,27187.5,54375.0,0.53,0.53,0,0,1.0,0.29,0,Risky
2878,55,20544,3,15102,1,45306,45306.0,45306.0,2.21,2.21,0,17,1.0,0.05,3,Risky
2879,31,159347,0,1591,0,0,0.0,0.0,0.0,0.0,2,2,0.6,0.46,0,Risky
2880,53,78248,1,1749,1,1749,1749.0,1749.0,0.02,0.02,4,28,0.2,0.4,1,Risky
2881,25,49550,2,3219,2,6438,3219.0,6438.0,0.13,0.13,2,13,0.6,0.25,1,Medium
2882,52,68693,6,10029,2,60174,30087.0,60174.0,0.88,0.88,1,12,0.8,0.15,1,Risky
2883,36,143924,2,15777,0,31554,0.0,0.0,0.0,0.22,0,1,1.0,0.42,2,Risky
2884,47,165713,1,12322,0,12322,0.0,0.0,0.0,0.07,1,21,0.8,0.15,1,Medium
2885,31,95021,3,12673,1,38019,38019.0,38019.0,0.4,0.4,0,3,1.0,0.27,3,Medium
2886,37,30605,1,9725,1,9725,9725.0,9725.0,0.32,0.32,0,14,1.0,0.1,0,Medium
2887,42,65713,5,13654,0,68270,0.0,0.0,0.0,1.04,1,4,0.8,0.4,2,Risky
2888,57,166462,1,10965,1,10965,10965.0,10965.0,0.07,0.07,0,9,1.0,0.38,2,Risky
2889,41,90403,3,8508,2,25524,12762.0,25524.0,0.28,0.28,0,8,1.0,0.15,4,Low
2890,31,73466,2,16091,1,32182,32182.0,32182.0,0.44,0.44,0,17,1.0,0.06,0,Medium
2891,43,18981,2,3570,2,7140,3570.0,7140.0,0.38,0.38,2,2,0.6,0.09,2,Medium
2892,55,155565,3,1264,3,3792,1264.0,3792.0,0.02,0.02,0,13,1.0,0.31,1,Risky
2893,40,130631,2,17025,1,34050,34050.0,34050.0,0.26,0.26,0,9,1.0,0.08,2,Low
2894,39,134238,1,14349,0,14349,0.0,0.0,0.0,0.11,0,16,1.0,0.16,1,Medium
2895,36,110335,2,19418,2,38836,19418.0,38836.0,0.35,0.35,0,14,1.0,0.42,0,Risky
2896,20,122441,0,9573,0,0,0.0,0.0,0.0,0.0,1,17,0.8,0.04,5,Medium
2897,59,31984,2,12488,2,24976,12488.0,24976.0,0.78,0.78,0,16,1.0,0.29,4,Risky
2898,36,140580,3,10358,3,31074,10358.0,31074.0,0.22,0.22,0,29,1.0,0.2,1,Medium
2899,26,126316,1,11670,1,11670,11670.0,11670.0,0.09,0.09,1,24,0.8,0.06,3,Medium
2900,45,168832,0,1388,0,0,0.0,0.0,0.0,0.0,1,2,0.8,0.25,4,Medium
2901,37,147596,2,3071,1,6142,6142.0,6142.0,0.04,0.04,0,15,1.0,0.26,1,Medium
2902,24,133454,2,15968,2,31936,15968.0,31936.0,0.24,0.24,0,18,1.0,0.19,1,Medium
2903,31,64402,2,15454,2,30908,15454.0,30908.0,0.48,0.48,0,12,1.0,0.03,0,Medium
2904,26,106656,1,8840,1,8840,8840.0,8840.0,0.08,0.08,1,22,0.8,0.1,5,Medium
2905,36,80614,0,12849,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.2,3,Medium
2906,31,181963,3,11431,1,34293,34293.0,34293.0,0.19,0.19,0,24,1.0,0.14,4,Low
2907,55,106009,1,7630,1,7630,7630.0,7630.0,0.07,0.07,0,22,1.0,0.08,0,Low
2908,53,185904,0,15968,0,0,0.0,0.0,0.0,0.0,3,15,0.4,0.24,2,Risky
2909,57,60836,2,14008,2,28016,14008.0,28016.0,0.46,0.46,2,30,0.6,0.2,2,Medium
2910,34,159434,3,15719,1,47157,47157.0,47157.0,0.3,0.3,4,8,0.2,0.33,2,Risky
2911,47,183993,1,3859,1,3859,3859.0,3859.0,0.02,0.02,1,23,0.8,0.28,2,Medium
2912,26,164634,5,3393,1,16965,16965.0,16965.0,0.1,0.1,2,20,0.6,0.08,2,Medium
2913,50,146049,1,15091,1,15091,15091.0,15091.0,0.1,0.1,1,11,0.8,0.34,4,Risky
2914,42,91407,0,3050,0,0,0.0,0.0,0.0,0.0,0,2,1.0,0.23,3,Medium
2915,31,22610,3,4121,3,12363,4121.0,12363.0,0.55,0.55,2,26,0.6,0.06,2,Risky
2916,28,124381,0,10116,0,0,0.0,0.0,0.0,0.0,1,8,0.8,0.01,6,Medium
2917,52,30791,2,5971,2,11942,5971.0,11942.0,0.39,0.39,1,15,0.8,0.31,3,Risky
2918,58,73047,0,12767,0,0,0.0,0.0,0.0,0.0,2,4,0.6,0.31,3,Risky
2919,31,165737,4,4354,4,17416,4354.0,17416.0,0.11,0.11,3,24,0.4,0.41,2,Risky
2920,47,85246,1,5474,1,5474,5474.0,5474.0,0.06,0.06,0,18,1.0,0.38,1,Risky
2921,58,192523,3,4397,0,13191,0.0,0.0,0.0,0.07,0,21,1.0,0.44,1,Risky
2922,21,101148,0,7281,0,0,0.0,0.0,0.0,0.0,0,12,1.0,0.15,2,Low
2923,21,60890,1,13412,1,13412,13412.0,13412.0,0.22,0.22,0,1,1.0,0.21,5,Medium
2924,45,152866,2,16751,2,33502,16751.0,33502.0,0.22,0.22,3,18,0.4,0.03,2,Risky
2925,25,47888,2,6521,2,13042,6521.0,13042.0,0.27,0.27,5,17,0.0,0.21,0,Risky
2926,19,152821,2,4472,2,8944,4472.0,8944.0,0.06,0.06,1,11,0.8,0.11,2,Medium
2927,58,61531,0,6481,0,0,0.0,0.0,0.0,0.0,1,17,0.8,0.4,2,Risky
2928,39,130652,1,7209,0,7209,0.0,0.0,0.0,0.06,0,4,1.0,0.33,4,Risky
2929,58,35608,4,9623,2,38492,19246.0,38492.0,1.08,1.08,2,25,0.6,0.39,0,Risky
2930,33,95986,1,10304,1,10304,10304.0,10304.0,0.11,0.11,3,19,0.4,0.3,2,Risky
2931,46,98996,2,14143,0,28286,0.0,0.0,0.0,0.29,0,26,1.0,0.3,2,Medium
2932,47,71017,5,11245,2,56225,28112.5,56225.0,0.79,0.79,0,19,1.0,0.12,1,Risky
2933,29,72676,2,13445,1,26890,26890.0,26890.0,0.37,0.37,0,28,1.0,0.33,3,Risky
2934,52,26560,5,8546,1,42730,42730.0,42730.0,1.61,1.61,1,7,0.8,0.07,2,Risky
2935,28,65468,4,19833,1,79332,79332.0,79332.0,1.21,1.21,0,29,1.0,0.14,3,Risky
2936,38,178535,3,6802,1,20406,20406.0,20406.0,0.11,0.11,0,21,1.0,0.09,0,Low
2937,38,177735,2,1544,2,3088,1544.0,3088.0,0.02,0.02,0,15,1.0,0.47,2,Risky
2938,22,48123,1,7652,1,7652,7652.0,7652.0,0.16,0.16,1,25,0.8,0.45,0,Risky
2939,37,109346,1,17052,1,17052,17052.0,17052.0,0.16,0.16,4,1,0.2,0.44,0,Risky
2940,54,155790,3,3628,0,10884,0.0,0.0,0.0,0.07,1,12,0.8,0.48,0,Risky
2941,20,15028,3,4451,0,13353,0.0,0.0,0.0,0.89,0,0,1.0,0.31,3,Risky
2942,50,62599,1,9729,1,9729,9729.0,9729.0,0.16,0.16,0,4,1.0,0.45,3,Risky
2943,26,163469,4,2436,4,9744,2436.0,9744.0,0.06,0.06,0,30,1.0,0.15,1,Low
2944,26,60406,2,12007,2,24014,12007.0,24014.0,0.4,0.4,0,22,1.0,0.19,0,Medium
2945,21,62657,5,4062,3,20310,6770.0,20310.0,0.32,0.32,0,20,1.0,0.23,1,Medium
2946,52,82560,6,17643,4,105858,26464.5,105858.0,1.28,1.28,0,11,1.0,0.04,0,Risky
2947,34,119143,1,8551,1,8551,8551.0,8551.0,0.07,0.07,0,3,1.0,0.41,2,Risky
2948,51,159575,2,14113,0,28226,0.0,0.0,0.0,0.18,0,4,1.0,0.06,0,Low
2949,41,69943,1,16663,1,16663,16663.0,16663.0,0.24,0.24,0,10,1.0,0.4,6,Risky
2950,49,90839,2,5411,0,10822,0.0,0.0,0.0,0.12,0,9,1.0,0.46,3,Risky
2951,18,97674,2,5841,2,11682,5841.0,11682.0,0.12,0.12,1,7,0.8,0.28,4,Medium
2952,25,40345,0,8961,0,0,0.0,0.0,0.0,0.0,1,20,0.8,0.08,3,Medium
2953,40,65390,2,18102,1,36204,36204.0,36204.0,0.55,0.55,0,8,1.0,0.22,2,Risky
2954,57,74557,0,6196,0,0,0.0,0.0,0.0,0.0,1,25,0.8,0.07,2,Medium
2955,29,16906,5,12093,3,60465,20155.0,60465.0,3.58,3.58,4,6,0.2,0.06,0,Risky
2956,29,186239,2,8546,2,17092,8546.0,17092.0,0.09,0.09,0,26,1.0,0.38,0,Risky
2957,32,22961,0,15484,0,0,0.0,0.0,0.0,0.0,1,28,0.8,0.2,2,Medium
2958,58,172212,1,16103,1,16103,16103.0,16103.0,0.09,0.09,0,13,1.0,0.0,2,Low
2959,36,134289,3,15680,2,47040,23520.0,47040.0,0.35,0.35,0,10,1.0,0.02,4,Medium
2960,43,92567,3,15101,1,45303,45303.0,45303.0,0.49,0.49,0,29,1.0,0.41,0,Risky
2961,46,95664,2,11006,2,22012,11006.0,22012.0,0.23,0.23,0,17,1.0,0.31,0,Risky
2962,39,96199,3,4480,2,13440,6720.0,13440.0,0.14,0.14,1,24,0.8,0.42,4,Risky
2963,57,114764,3,10933,3,32799,10933.0,32799.0,0.29,0.29,0,17,1.0,0.14,4,Low
2964,38,137357,1,14261,1,14261,14261.0,14261.0,0.1,0.1,1,21,0.8,0.16,2,Medium
2965,55,95729,0,14209,0,0,0.0,0.0,0.0,0.0,1,29,0.8,0.31,1,Risky
2966,37,174633,2,9221,2,18442,9221.0,18442.0,0.11,0.11,5,7,0.0,0.33,0,Risky
2967,46,65568,3,16065,0,48195,0.0,0.0,0.0,0.74,1,1,0.8,0.01,3,Medium
2968,21,124349,0,1230,0,0,0.0,0.0,0.0,0.0,0,21,1.0,0.45,2,Risky
2969,24,88302,3,8526,1,25578,25578.0,25578.0,0.29,0.29,1,20,0.8,0.4,0,Risky
2970,45,109968,1,6281,0,6281,0.0,0.0,0.0,0.06,0,30,1.0,0.07,4,Low
2971,45,175576,2,2251,2,4502,2251.0,4502.0,0.03,0.03,3,6,0.4,0.01,1,Risky
2972,21,131116,0,7889,0,0,0.0,0.0,0.0,0.0,1,25,0.8,0.38,2,Risky
2973,39,52146,2,14384,2,28768,14384.0,28768.0,0.55,0.55,0,28,1.0,0.45,0,Risky
2974,29,55297,3,13686,2,41058,20529.0,41058.0,0.74,0.74,1,4,0.8,0.16,1,Risky
2975,20,101394,2,19347,2,38694,19347.0,38694.0,0.38,0.38,0,13,1.0,0.16,2,Medium
2976,39,142173,0,2778,0,0,0.0,0.0,0.0,0.0,0,13,1.0,0.26,3,Medium
2977,19,140942,1,9052,1,9052,9052.0,9052.0,0.06,0.06,1,30,0.8,0.34,2,Risky
2978,41,31939,2,5870,1,11740,11740.0,11740.0,0.37,0.37,0,30,1.0,0.32,2,Risky
2979,51,196787,0,2147,0,0,0.0,0.0,0.0,0.0,1,2,0.8,0.38,1,Risky
2980,44,59460,3,3847,0,11541,0.0,0.0,0.0,0.19,0,5,1.0,0.06,0,Low
2981,58,158738,0,1620,0,0,0.0,0.0,0.0,0.0,2,22,0.6,0.26,3,Medium
2982,18,77119,1,1963,1,1963,1963.0,1963.0,0.03,0.03,3,16,0.4,0.25,4,Risky
2983,25,181393,3,8215,1,24645,24645.0,24645.0,0.14,0.14,1,23,0.8,0.47,4,Risky
2984,40,147851,2,12052,2,24104,12052.0,24104.0,0.16,0.16,1,7,0.8,0.46,0,Risky
2985,55,159258,1,19526,1,19526,19526.0,19526.0,0.12,0.12,3,28,0.4,0.38,3,Risky
2986,23,162531,1,17003,1,17003,17003.0,17003.0,0.1,0.1,0,19,1.0,0.44,1,Risky
2987,39,20057,0,8418,0,0,0.0,0.0,0.0,0.0,0,29,1.0,0.37,2,Risky
2988,42,164805,3,18710,1,56130,56130.0,56130.0,0.34,0.34,0,29,1.0,0.36,2,Risky
2989,35,34157,2,1121,2,2242,1121.0,2242.0,0.07,0.07,0,23,1.0,0.11,1,Low
2990,34,50030,1,5313,0,5313,0.0,0.0,0.0,0.11,4,2,0.2,0.31,1,Risky
2991,29,165685,3,18460,2,55380,27690.0,55380.0,0.33,0.33,0,28,1.0,0.46,2,Risky
2992,23,123612,1,18566,1,18566,18566.0,18566.0,0.15,0.15,0,14,1.0,0.38,1,Risky
2993,43,130080,1,14982,1,14982,14982.0,14982.0,0.12,0.12,0,4,1.0,0.3,3,Risky
2994,44,98028,2,1794,2,3588,1794.0,3588.0,0.04,0.04,0,18,1.0,0.13,3,Low
2995,25,151260,6,10816,1,64896,64896.0,64896.0,0.43,0.43,0,1,1.0,0.34,1,Risky
2996,36,44680,1,9483,0,9483,0.0,0.0,0.0,0.21,0,20,1.0,0.17,3,Medium
2997,59,117302,2,8326,2,16652,8326.0,16652.0,0.14,0.14,0,7,1.0,0.03,2,Low
2998,18,51445,4,9682,1,38728,38728.0,38728.0,0.75,0.75,3,8,0.4,0.12,4,Risky
2999,46,20796,3,14548,3,43644,14548.0,43644.0,2.1,2.1,0,4,1.0,0.19,1,Risky
3000,52,62218,3,19556,1,58668,58668.0,58668.0,0.94,0.94,0,2,1.0,0.5,2,Risky
3001,57,185203,0,16638,0,0,0.0,0.0,0.0,0.0,1,11,0.8,0.38,3,Risky
3002,31,154195,3,6986,0,20958,0.0,0.0,0.0,0.14,0,2,1.0,0.14,1,Low
3003,52,154294,0,4907,0,0,0.0,0.0,0.0,0.0,2,23,0.6,0.38,6,Risky
3004,37,39074,1,8081,1,8081,8081.0,8081.0,0.21,0.21,2,18,0.6,0.18,2,Medium
3005,30,131088,2,14353,1,28706,28706.0,28706.0,0.22,0.22,5,15,0.0,0.3,5,Risky
3006,55,175897,3,6760,2,20280,10140.0,20280.0,0.12,0.12,2,24,0.6,0.38,1,Risky
3007,25,51839,3,14771,1,44313,44313.0,44313.0,0.85,0.85,0,25,1.0,0.37,3,Risky
3008,37,122112,1,1490,1,1490,1490.0,1490.0,0.01,0.01,0,15,1.0,0.07,3,Low
3009,50,142514,2,5263,2,10526,5263.0,10526.0,0.07,0.07,0,30,1.0,0.41,5,Risky
3010,43,83322,6,8769,2,52614,26307.0,52614.0,0.63,0.63,0,0,1.0,0.46,1,Risky
3011,56,71321,0,18581,0,0,0.0,0.0,0.0,0.0,0,30,1.0,0.12,2,Low
3012,38,125100,1,12635,1,12635,12635.0,12635.0,0.1,0.1,0,16,1.0,0.16,1,Medium
3013,59,172060,0,2904,0,0,0.0,0.0,0.0,0.0,1,20,0.8,0.47,3,Risky
3014,58,50507,5,6269,3,31345,10448.33,31345.0,0.62,0.62,0,19,1.0,0.49,1,Risky
3015,26,114244,2,2650,0,5300,0.0,0.0,0.0,0.05,0,2,1.0,0.23,1,Medium
3016,41,140788,2,13467,0,26934,0.0,0.0,0.0,0.19,0,16,1.0,0.02,0,Low
3017,54,110251,1,4191,1,4191,4191.0,4191.0,0.04,0.04,1,22,0.8,0.47,0,Risky
3018,58,38806,0,1027,0,0,0.0,0.0,0.0,0.0,2,16,0.6,0.01,1,Medium
3019,34,145364,3,15132,0,45396,0.0,0.0,0.0,0.31,0,15,1.0,0.17,1,Medium
3020,41,51901,3,3750,2,11250,5625.0,11250.0,0.22,0.22,2,5,0.6,0.04,2,Medium
3021,38,163115,2,3879,1,7758,7758.0,7758.0,0.05,0.05,0,25,1.0,0.26,4,Medium
3022,56,155824,2,5357,1,10714,10714.0,10714.0,0.07,0.07,0,17,1.0,0.02,4,Low
3023,58,188688,4,11865,0,47460,0.0,0.0,0.0,0.25,0,13,1.0,0.11,2,Low
3024,56,67127,2,17255,1,34510,34510.0,34510.0,0.51,0.51,0,19,1.0,0.23,7,Risky
3025,30,15453,2,3832,1,7664,7664.0,7664.0,0.5,0.5,3,7,0.4,0.04,2,Risky
3026,28,90432,2,4109,1,8218,8218.0,8218.0,0.09,0.09,0,18,1.0,0.24,3,Medium
3027,36,137872,1,10652,0,10652,0.0,0.0,0.0,0.08,1,8,0.8,0.13,1,Medium
3028,28,102362,0,6758,0,0,0.0,0.0,0.0,0.0,1,20,0.8,0.13,1,Medium
3029,30,25976,1,3921,1,3921,3921.0,3921.0,0.15,0.15,1,21,0.8,0.47,2,Risky
3030,18,129176,3,2433,1,7299,7299.0,7299.0,0.06,0.06,0,17,1.0,0.35,2,Risky
3031,57,114122,3,5428,1,16284,16284.0,16284.0,0.14,0.14,0,0,1.0,0.46,6,Risky
3032,36,85404,4,8698,1,34792,34792.0,34792.0,0.41,0.41,0,20,1.0,0.29,2,Medium
3033,29,96932,3,9111,1,27333,27333.0,27333.0,0.28,0.28,0,16,1.0,0.45,1,Risky
3034,25,112170,1,18565,1,18565,18565.0,18565.0,0.17,0.17,1,3,0.8,0.42,2,Risky
3035,25,92707,2,16519,1,33038,33038.0,33038.0,0.36,0.36,0,15,1.0,0.5,1,Risky
3036,29,179760,3,16735,1,50205,50205.0,50205.0,0.28,0.28,1,23,0.8,0.25,1,Medium
3037,50,108789,1,13366,1,13366,13366.0,13366.0,0.12,0.12,0,29,1.0,0.35,2,Risky
3038,43,111516,0,15155,0,0,0.0,0.0,0.0,0.0,0,11,1.0,0.08,1,Low
3039,56,148089,3,13484,3,40452,13484.0,40452.0,0.27,0.27,1,12,0.8,0.47,3,Risky
3040,45,22957,1,10975,1,10975,10975.0,10975.0,0.48,0.48,1,1,0.8,0.2,1,Medium
3041,22,122724,1,13513,1,13513,13513.0,13513.0,0.11,0.11,0,21,1.0,0.46,1,Risky
3042,25,150864,1,3642,1,3642,3642.0,3642.0,0.02,0.02,3,11,0.4,0.05,2,Risky
3043,42,28237,0,8577,0,0,0.0,0.0,0.0,0.0,0,9,1.0,0.26,0,Medium
3044,44,66586,1,14849,1,14849,14849.0,14849.0,0.22,0.22,1,28,0.8,0.0,1,Medium
3045,40,34252,2,4711,2,9422,4711.0,9422.0,0.28,0.28,0,29,1.0,0.21,1,Medium
3046,47,156779,4,6458,4,25832,6458.0,25832.0,0.16,0.16,0,14,1.0,0.04,3,Low
3047,40,180278,1,19003,1,19003,19003.0,19003.0,0.11,0.11,4,4,0.2,0.22,4,Risky
3048,37,18543,2,7680,1,15360,15360.0,15360.0,0.83,0.83,2,0,0.6,0.28,2,Risky
3049,35,190207,2,13507,0,27014,0.0,0.0,0.0,0.14,0,7,1.0,0.43,2,Risky
3050,35,119647,0,19724,0,0,0.0,0.0,0.0,0.0,2,20,0.6,0.15,3,Medium
3051,19,50031,1,10419,1,10419,10419.0,10419.0,0.21,0.21,0,24,1.0,0.28,2,Medium
3052,21,189001,0,17239,0,0,0.0,0.0,0.0,0.0,2,17,0.6,0.03,2,Medium
3053,47,80747,3,19112,1,57336,57336.0,57336.0,0.71,0.71,1,30,0.8,0.46,2,Risky
3054,50,70311,5,17585,1,87925,87925.0,87925.0,1.25,1.25,0,5,1.0,0.23,0,Risky
3055,53,80867,3,6985,1,20955,20955.0,20955.0,0.26,0.26,3,22,0.4,0.13,2,Risky
3056,35,103780,0,4160,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0.23,1,Medium
3057,54,72196,0,12465,0,0,0.0,0.0,0.0,0.0,0,13,1.0,0.24,2,Medium
3058,36,88705,1,19097,1,19097,19097.0,19097.0,0.22,0.22,0,9,1.0,0.37,2,Risky
3059,45,72894,1,8872,1,8872,8872.0,8872.0,0.12,0.12,3,3,0.4,0.49,3,Risky
3060,57,102640,1,8839,0,8839,0.0,0.0,0.0,0.09,1,17,0.8,0.09,0,Medium
3061,37,29591,1,16652,1,16652,16652.0,16652.0,0.56,0.56,0,22,1.0,0.03,5,Risky
3062,50,112247,3,7859,2,23577,11788.5,23577.0,0.21,0.21,0,18,1.0,0.33,4,Risky
3063,29,194965,1,1752,1,1752,1752.0,1752.0,0.01,0.01,0,24,1.0,0.44,0,Risky
3064,32,15727,1,14304,1,14304,14304.0,14304.0,0.91,0.91,0,7,1.0,0.28,1,Risky
3065,58,167431,2,17498,2,34996,17498.0,34996.0,0.21,0.21,0,11,1.0,0.04,4,Low
3066,56,58822,2,16057,2,32114,16057.0,32114.0,0.55,0.55,0,9,1.0,0.21,0,Risky
3067,19,118399,2,4980,1,9960,9960.0,9960.0,0.08,0.08,0,12,1.0,0.33,0,Risky
3068,46,127113,3,7325,0,21975,0.0,0.0,0.0,0.17,0,6,1.0,0.16,1,Medium
3069,58,145431,1,17852,1,17852,17852.0,17852.0,0.12,0.12,1,23,0.8,0.42,2,Risky
3070,27,157001,0,1425,0,0,0.0,0.0,0.0,0.0,0,16,1.0,0.11,5,Low
3071,19,143588,3,9141,2,27423,13711.5,27423.0,0.19,0.19,2,25,0.6,0.18,2,Medium
3072,28,75091,4,18959,1,75836,75836.0,75836.0,1.01,1.01,0,11,1.0,0.46,1,Risky
3073,30,169591,4,11057,2,44228,22114.0,44228.0,0.26,0.26,0,5,1.0,0.29,3,Medium
3074,27,163465,1,18217,0,18217,0.0,0.0,0.0,0.11,1,22,0.8,0.0,1,Medium
3075,31,180390,5,15316,2,76580,38290.0,76580.0,0.42,0.42,0,6,1.0,0.12,5,Medium
3076,35,109192,1,15820,1,15820,15820.0,15820.0,0.14,0.14,2,12,0.6,0.38,2,Risky
3077,26,194006,2,5106,2,10212,5106.0,10212.0,0.05,0.05,0,13,1.0,0.03,1,Low
3078,56,125805,5,2408,3,12040,4013.33,12040.0,0.1,0.1,0,24,1.0,0.5,1,Risky
3079,45,174912,3,6821,0,20463,0.0,0.0,0.0,0.12,3,22,0.4,0.45,4,Risky
3080,20,133089,5,11362,4,56810,14202.5,56810.0,0.43,0.43,2,27,0.6,0.11,2,Medium
3081,37,104367,2,7844,1,15688,15688.0,15688.0,0.15,0.15,1,22,0.8,0.45,1,Risky
3082,23,28265,4,7395,1,29580,29580.0,29580.0,1.05,1.05,0,12,1.0,0.35,3,Risky
3083,44,151496,3,9795,0,29385,0.0,0.0,0.0,0.19,0,5,1.0,0.21,0,Medium
3084,19,166697,3,16843,1,50529,50529.0,50529.0,0.3,0.3,1,18,0.8,0.1,0,Medium
3085,46,94622,1,17596,1,17596,17596.0,17596.0,0.19,0.19,0,12,1.0,0.1,3,Low
3086,55,175259,1,16341,1,16341,16341.0,16341.0,0.09,0.09,0,21,1.0,0.3,5,Medium
3087,20,50929,0,5801,0,0,0.0,0.0,0.0,0.0,1,8,0.8,0.21,3,Medium
3088,33,76892,2,16346,0,32692,0.0,0.0,0.0,0.43,1,10,0.8,0.3,2,Medium
3089,47,166611,1,2758,0,2758,0.0,0.0,0.0,0.02,1,9,0.8,0.17,2,Medium
3090,57,71630,1,6780,0,6780,0.0,0.0,0.0,0.09,2,2,0.6,0.12,2,Medium
3091,19,155287,3,12260,1,36780,36780.0,36780.0,0.24,0.24,4,18,0.2,0.42,3,Risky
3092,34,185457,1,9973,1,9973,9973.0,9973.0,0.05,0.05,0,26,1.0,0.46,1,Risky
3093,58,146025,3,13413,2,40239,20119.5,40239.0,0.28,0.28,0,6,1.0,0.35,2,Risky
3094,29,102580,2,18910,2,37820,18910.0,37820.0,0.37,0.37,2,22,0.6,0.08,1,Medium
3095,52,92462,3,1840,3,5520,1840.0,5520.0,0.06,0.06,0,4,1.0,0.05,2,Low
3096,18,128396,2,18725,2,37450,18725.0,37450.0,0.29,0.29,0,23,1.0,0.27,1,Medium
3097,32,112037,2,13299,2,26598,13299.0,26598.0,0.24,0.24,1,23,0.8,0.28,0,Medium
3098,43,110310,3,18884,0,56652,0.0,0.0,0.0,0.51,1,26,0.8,0.32,4,Risky
3099,54,171080,2,6559,2,13118,6559.0,13118.0,0.08,0.08,1,26,0.8,0.45,1,Risky
3100,38,63928,1,6926,1,6926,6926.0,6926.0,0.11,0.11,0,14,1.0,0.32,1,Risky
3101,48,104876,2,9707,2,19414,9707.0,19414.0,0.19,0.19,3,1,0.4,0.46,0,Risky
3102,42,39976,2,17175,2,34350,17175.0,34350.0,0.86,0.86,2,10,0.6,0.06,1,Risky
3103,40,139984,0,12654,0,0,0.0,0.0,0.0,0.0,1,5,0.8,0.35,0,Risky
3104,41,173698,0,14991,0,0,0.0,0.0,0.0,0.0,0,4,1.0,0.46,1,Risky
3105,55,113256,2,12271,1,24542,24542.0,24542.0,0.22,0.22,0,19,1.0,0.23,6,Medium
3106,45,115537,4,8675,1,34700,34700.0,34700.0,0.3,0.3,0,6,1.0,0.48,0,Risky
3107,38,150772,2,10339,2,20678,10339.0,20678.0,0.14,0.14,1,3,0.8,0.28,0,Medium
3108,35,124331,2,3594,2,7188,3594.0,7188.0,0.06,0.06,2,4,0.6,0.47,1,Risky
3109,53,22526,4,4656,2,18624,9312.0,18624.0,0.83,0.83,2,23,0.6,0.37,1,Risky
3110,52,118863,2,10740,2,21480,10740.0,21480.0,0.18,0.18,0,4,1.0,0.23,2,Medium
3111,26,185572,3,19470,1,58410,58410.0,58410.0,0.31,0.31,2,26,0.6,0.02,1,Medium
3112,55,88366,2,4155,2,8310,4155.0,8310.0,0.09,0.09,1,28,0.8,0.33,4,Risky
3113,47,71096,2,1978,1,3956,3956.0,3956.0,0.06,0.06,2,26,0.6,0.13,0,Medium
3114,51,153982,0,11497,0,0,0.0,0.0,0.0,0.0,5,24,0.0,0.14,2,Risky
3115,49,86185,3,13075,3,39225,13075.0,39225.0,0.46,0.46,2,9,0.6,0.01,5,Medium
3116,20,65248,1,3589,1,3589,3589.0,3589.0,0.06,0.06,0,17,1.0,0.28,0,Medium
3117,20,148023,1,19390,1,19390,19390.0,19390.0,0.13,0.13,2,1,0.6,0.14,2,Medium
3118,45,94888,1,6942,1,6942,6942.0,6942.0,0.07,0.07,0,14,1.0,0.49,4,Risky
3119,32,109533,4,19983,1,79932,79932.0,79932.0,0.73,0.73,0,8,1.0,0.37,4,Risky
3120,58,56954,1,3508,1,3508,3508.0,3508.0,0.06,0.06,1,1,0.8,0.18,0,Medium
3121,40,104719,2,13511,0,27022,0.0,0.0,0.0,0.26,0,2,1.0,0.15,0,Low
3122,57,154876,0,18577,0,0,0.0,0.0,0.0,0.0,0,21,1.0,0.36,2,Risky
3123,28,15595,2,6915,2,13830,6915.0,13830.0,0.89,0.89,1,19,0.8,0.13,1,Risky
3124,49,44592,0,3045,0,0,0.0,0.0,0.0,0.0,3,23,0.4,0.22,0,Risky
3125,53,55643,4,9439,2,37756,18878.0,37756.0,0.68,0.68,3,23,0.4,0.08,0,Risky
